"a progressive vision for the fbi",0
"a pakistani city hit 122.4 degrees in april, probably setting a world record",0
"is there such a thing as 'too much' coffee?",0
"terrorism storylines being added to tv shows as quickly as they were dropped",2
"where did the freedom go? fight for the accessible information continues",0
"on the road to term 4, jerry brown dispenses with kashkari and rolls with arnold schwarzenegger",0
"report: last time anyone actually rose to the occasion was 2002",2
"this squirrel just cheated death on the olympic snowboarding course",0
"husband pretty sure he hooked up gas stove correctly",2
"'night of a thousand judys' is a pride month event you shouldn't miss",0
"islamophobe disappointed manhunt over before he even had chance to indiscriminately vilify all muslims",2
"black, male, mad as hell",0
"hypochondriac maple tree always convinced it has asian longhorn beetles",2
"james bond fans concerned after learning new film's shooting locations all in new hampshire",2
"dean mentions he'd make a great secretary of health and human services",2
"new pixar employees required to watch adorable sexual harassment video",2
"happy anniversary match.com -- meet their first success story",0
"son conned out of allowance for seventh consecutive week",2
"witty remark repeated throughout week",2
"'parent trap' producers recall euthanizing lindsay lohan clone after completing filming",2
"jeb bush campaign adviser serves on board of predatory college itt",0
"we in golden age of thing, guy who likes thing reports",2
"how to make your blow-out last even longer",0
"another thing colin powell said in those leaked emails? dick cheney is an idiot.",0
"empire of destruction",0
"senate's turn to act on patent reform this week",0
"democrats express outrage as gop tax cuts inch closer to completion",0
"third knocked-over glass of water makes man want to give up",2
"man walks in on roommate in kitchen having way with his leftovers",2
"if you want to read this book, you'll have to buy an ipad",0
"this teacher is weary",0
"the final showdown on 'repeal and replace' obamacare: what to watch for this week",0
"area gym class prepares for mandatory exposure of penises to peers",2
"mitt romney frantically running around ohio smiling and waving",2
"donald trump's election could be a windfall for virginia democrats",0
"first look at the new queen elsa from 'once upon a time'",0
"how depression inspired this woman's career choice",0
"texas attorney general's office invents controversy over high school muslim prayers",0
"david spade just shot",2
"gop leaders celebrate decisive win over americans",2
"first kid to wake up at slumber party gets exclusive look at friend's mom's morning routine",2
"mccain clinches religious vote with stirring high-register rendition of 'ave maria'",2
"bailiff can't help wondering what life would be like on other side of judge",2
"apparently reese witherspoon likes j.crew as much as we do",0
"massive protests call for an end to togo's 50-year political dynasty",0
"fool me once",0
"read the full text of bernie sanders' 2016 democratic national convention speech",0
"tom snyder returns to the sea",2
"channing tatum teases 'gambit': 'wait till you see what we're going to do'",0
"chelsea clinton: 'my mother will shape this country into a strong, independent young woman'",2
"report: nation's ditches overflowing with children of worried parents",2
"isis operatives destroy hofner bass guitar signed by paul mccartney",2
"firefighters rescue man after heart attack, then finish mowing his lawn",0
"is american democracy doomed?",0
"area man locked in protracted battle with sweatshirt neckhole",2
"8 super effective ways to use social media to land your next job",0
"smitten foot fetishist thinking these may be the two",2
"jordan edwards laid to rest as family asks community for calm",0
"groom not about to let some 6-year-old dance with his bride",2
"bruce springsteen proves he's 'the boss' by signing boy's tardy note",0
"man worried antidepressants will leave trace of original personality",2
"'make daddy die' whispered into build-a-bear",2
"chrissy teigen slams idea she's promoting eating disorders with doritos licking",0
"what all writers (and human beings) should keep in mind",0
"former marine to watch lots of tv",2
"how the media devalue women",0
"coffee shop customer asks if guy at next table would mind watching while he goes to bathroom",2
"transgender youth are being failed by nearly all 50 states",0
"friends star spontaneously shown attending televised nbc sporting event",2
"departing bo obama lands k street lobbyist position",2
"the trump team keeps piling on criticism of mitt romney",0
"obama: 'hillary will fight to protect my legacy, even the truly detestable parts'",2
"ice cube takes down donald trump in 1 devastating tweet",0
"the fallen served for our freedom",0
"neil armstrong's wife glad to finally get rid of all the space hobby crap",2
"yamaha ceo pleased with current production of jet skis, alto saxophones, snowmobiles, power generators, scooters, golf carts",2
"doctors say pope will be infallible for another year at most",2
"mesquite bbq visine selling poorly outside texas",2
"the top 10 wedding planning myths",0
"hershey's unveils some new chocolate bullshit for you to cram into your fat maw",2
"robert de niro to turn 58 for movie role",2
"temperature of coffee expected to rise nine degrees by end of 21st century",2
"shareware fee paid",2
"dr. scholl's introduces line of sexy lace insoles",2
"fox cancels apatow's 40-year-old virgin",2
"secretary cracks under administration of third raspberry margarita",2
"how a pet store trip can teach your kids about cruelty",0
"saddle up! 'westworld' is renewed for season 2",0
"when the going gets tough: advice from former navy seal",0
"unclear whether grandpa having good time",2
"make-a-reasonable-request foundation provides sick child with decent seats to minnesota timberwolves game",2
"retirees speak out on crucial lawn care issues",2
"joan rivers remembered",0
"bo obama addresses graduates of dayton obedience school",2
"families of slain teen and neighbor denounce chicago police: cops failed",0
"fox news host bret baier admits clinton indictment report was a 'mistake'",0
"man brings human skull to florida grocery store: police",0
"life much better thanks to recent elections",2
"how trump really feels about queer people, explained in one sentence",0
"bipartisan senate duo push justice department for briefing on michael flynn",0
"company flat-out asks female candidate how much mileage they can get out of her before she has baby",2
"17 ways to make the most of what's left of summer",0
"area molestation victim wants his bear",2
"gynecologists recommend taking time off between iuds to allow body to expel backlogged periods",2
"'diversity was the real winner last night,' report hundreds of dumbasses whose very existence insults the name of journalism",2
"food network production assistants prep guy fieri with dry rub",2
"catholic church rules perjury not a mortal sin",2
"being a facebook wallflower isn't good for you, the social site says",0
"educated bigot that much more terrifying",2
"who isn't running for president?",0
"consumers now required to seek treasury department approval on all purchases over $50",2
"iowan comforts sobbing jeb bush at town hall",2
"betsy devos stirs uproar by saying schools can call ice on undocumented kids",0
"if you don't vote, you get what you deserve",0
"snowy mountain in pyeongchang figures it can withstand 1 or 2 more big cheers before triggering avalanche",2
"home homosexuality test now available",2
"the gentrification of higher ed",0
"5 ways to make your meetings more positive",0
"mitch mcconnell won't answer for trump's alt-right white house strategist",0
"the news on russia and trump is evolving, but people's opinions are not",0
"trevor noah says the scary truth about trump's rumored love child",0
"brutal reality check turns three",2
"bush orders iraq to disarm before start of war",2
"politicians call for schneiderman to resign over physical abuse allegations",0
"newly discovered journal entries reveal sacagawea's repeated attempts to ditch lewis and clark",2
"you're 10 days away from more happiness",0
"american dental association recommends making your gums hurt really bad once a day",2
"more cops have been charged for shootings this year, but there's much more work to be done",0
"ben franklin: ahead of his time?",0
"universities are trying to teach faculty how to spot microaggressions",0
"trump casually mills about supreme court changing rooms ahead of state of the union address",2
"dakota johnson awkwardly accepts sex toys from ellen degeneres",0
"from student to teacher: the rise of singapore education",0
"11 tips for new parents flying with their children for the first time",0
"glimpse of father's toenails offers boy petrifying vision of future",2
"stresses of white house causing bo to go prematurely gray",2
"bashful terrorists won't take credit for attack",2
"democrats and republicans agree more than you'd think about kim davis and abortion rights",0
"ape footage causes brief three-and-a-half-minute interruption in channel-surfing",2
"republicans wage last-minute campaign to undermine net neutrality rules",0
"stop everything: lady gaga is coming to 'rupaul's drag race'",0
"the fakebook inside facebook",0
"so, tyler, the creator recorded bill nye's new theme song",0
"trademarks show amazon has sights on meal-kits, 'single cow burgers' and other fast food options",0
"puerto rico governor calls for cancellation of whitefish contract",0
"someone just gave donald trump a full-moon salute",0
"gymnast laurie hernandez and val chmerkovskiy win 'dancing with the stars'",0
"restrictive north carolina voting law is dead after supreme court refuses to review it",0
"pen pal becomes pen foe",2
"10 big space-saving ideas for small kitchens",0
"researchers announce they don't have heart to reveal what will happen to 1 in 5 women",2
"senator forms subcommittee for the watching of lost",2
"reclaiming 'usa!, usa! usa!' from the bigots in murrieta",0
"bernie sanders: 'it is not a radical idea' to ask for a $15 minimum wage",0
"office manager still undecided about sharpie redesign",2
"acoustic-guitar-wielding trump tells congress 'this here's the story of america'",2
"first family gets pet asp",2
"the drama desks, all the way, m&m's and more",0
"apartment listing sweetens the pot with offer to sell current tenant's 9-year-old furniture",2
"how big corporations buy access to the supreme court",0
"steve bannon slated to speak at black entrepreneurs summit",0
"coach angry every player gets a trophy",2
"saudi crown prince's unprecedented power grab could come to haunt him",0
"this grrrl power video game is everything that's right about the '90s",0
"if men menstruated, would periods still be taboo?",0
"trump the globalist plutocrat",0
"jaime king reveals she experienced 'years of abuse as a minor' in moving message",0
"man on first date cunningly leaves behind one of his fingers at woman's house",2
"mom gives excuse for son's absence that even hermione would accept",0
"#trumphair is the hilarious hashtag our country deserves",0
"barnes & noble creates stripper/prostitute memoir section",2
"obama to end automatic residency for cuban migrants",0
"who will be the next james bond?",0
"chipotle ceo predicts the demise of 'irrelevant' fast food chains",0
"drunk pilot going to pull over onto cloud until he sobers up a little",2
"cop who 'loves playing with dead bodies' tickled deceased suspect: police",0
"father of otto warmbier will attend winter olympics in south korea: report",0
"nbc news correspondent ayman mohyeldin returning to gaza",0
"holiday dinner wines for any budget from a nw resort sommelier",0
"area man hurt",2
"fetish only realized after watching wife drown",2
"watch: fearless chihuahua takes on great dane in most endearing attack of all time",0
"taxpayer costs for arias' defense top $2.7 million",0
"universe feels zero connection to guy tripping on mushrooms",2
"bloomberg's program to build better cities just got bigger",0
"a little nonsense",0
"charles koch wants to change america's criminal justice system",0
"that same guy with the glasses at every rock show",2
"dad's number-one fan also number-one tax break",2
"join mary, joseph and the angels on a pilgrimage to jesus' birth",0
"dr. scholl's introduces new cartilage inserts for all-day knee pain relief",2
"apparently andrew wk is a healer",0
"the biggest lgbt names in media hit new york for one-night-only fete",0
"double standard, double spacing",0
"encouragement of family, friends motivating man to keep struggling indefinitely",2
"the selfie girls everyone mocked use their fame for good",0
"skip bayless's tweet about gordon hayward's injury stirs outrage",0
"woman in kickboxing class can tell she's going to whine about how sore she is in the morning",2
"excitement shifts to concern after coworker brings baked goods into office for fourth consecutive day",2
"after 46 years, yoko ono is finally credited for co-writing 'imagine'",0
"report: holy shit, there still 50 minutes left in movie",2
"tammys of the world demand to be taken seriously",2
"12 pieces of advice for president-elect trump",0
"fbi raids michael cohen's office to get closer look at his innovative, thorough legal work",2
"the secret to successful co-parenting over the holidays",0
"someone inserted beyonce into famous paintings, and it's just as glorious as it sounds",0
"in russiagate, keep your eye on pence",0
"don't read lena dunham: it only encourages her",0
"11 john oliver quotes that make the truth easier to swallow",0
"help us decide if the build-a-bear ewok is adorable or terrifying",0
"imagine a world where the nra used positive messaging and preached responsibility",0
"sweating, trembling mom still coming down from high of having kids under one roof",2
"custom fireplace store totally jumps gentrification gun",2
"lin-manuel miranda is raffling a 'hamilton' date to raise money for immigrants",0
"how to make a cocktail while flying",0
"report finds average american wastes 77 years of their life not listening to steve winwood's 'the finer things'",2
"area theater has strict rule against bringing in outside movies",2
"area throat-clearer to go see movie",2
"quaker scientists formulate world's oldest-fashioned oatmeal",2
"mnuchin warns health care debacle will delay tax reforms",0
"kushner frantically searching desk drawer for bold solutions to today's most pressing issues",2
"morbidly obese pumpkin wins contest",2
"4 dead, 12 critically injured in seattle bus crash",0
"here's what it would look like if kids planned the family vacations",0
"republicans vow not to repeal obamacare without detailed plan for disposing of patients' disease-ridden corpses",2
"after decades of effort, chemists overseas report 'nano' breakthrough",0
"sierra club withdraws support of controversial fern",2
"new stem education initiative inspires girls to earn less than men in scientific career",2
"marvel's top directors want lgbt superheroes to save the day",0
"this woman gave cellulite a perfect nickname",0
"watch: jay carney's most epic clashes with reporters",0
"stress and performance anxiety, part 2",0
"rick santorum suggests planned parenthood is just as racist as the confederate flag",0
"ford unveils new sport-futility vehicle",2
"bush disappointed to learn chinese foreign minister doesn't know karate",2
"we looked at airlines and pet incidents, and what we found surprised everyone",0
"grown adult walks right into karate studio",2
"church member not the same since unsuccessful choir tryout",2
"americans urged to get saving $30,000 out of way before obamacare repealed",2
"police headquarters completes new addition to accommodate officers on desk duty for misconduct",2
"'with binomials, just remember foil,' reports man keeping teens from having sex between 2:30 and 3:20",2
"federal troops seize neglected child in pre-dawn raid",2
"heartbreaking yelp review says it's just nice to eat a meal around other people",2
"if the culture fits... what zappos and other employers look for in new hires",0
"new york post sportswriter claims he was fired for anti-trump tweet",0
"'little boy' stands tall",0
"gop congresswoman calls on rep. blake farenthold to resign",0
"nra visits colorado police evidence room to check up on rifle used in planned parenthood shooting",2
"who's law is it anyways?",0
"how princess diana was honored at the royal wedding",0
"sleater-kinney just made bowie's 'rebel rebel' the political anthem of 2017",0
"weird couple has greatest sex of their lives after announcement of disney-lucasfilm merger",2
"independent spirit award nominee andrea suarez paz: 'i hope to play something impossible'",0
"nation's legislators resume unfettered whoring",2
"kim kardashian tries to explain why she's famous to a toddler",0
"world's worst person decides to go into marketing",2
"study finds women who want abortions are often given misleading information",0
"in search of the sea gypsies (photos)",0
"16 dinnertime struggles all parents have with their kids",0
"khloe kardashian takes waist training to the extreme",0
"former soldier turned zen monk teaches vets to use mindfulness as body armor",0
"first nighter: musicals 'atomic,' 'the mapmaker's opera,' 'valueville'",0
"biden clenches plastic beer cup in teeth to free hands for clapping",2
"robbin' season's true criminal is revealed in the latest episode of 'atlanta'",0
"new ups extended-tracking numbers give customers updates on delivery driver's location for years after package drop-off",2
"jimmy carter to make rare address to britain's house of lords",0
"self-deprecating man just scratching surface of how pathetic he actually is",2
"kellyanne conway won't say whether she will report to john kelly",0
"speaking of 'rigged'",0
"dunkin' donuts/baskin robbins/pizza hut/taco bell/long john silver's opens",2
"'i have four young children,' says kellyanne conway in most disturbing public statement to date",2
"the key takeaways from the iran deal, according to former state department negotiators",0
"are we really sure we want a president pence?",0
"frustrated fcc unable to stop use of word 'friggin''",2
"businessman takes power bath",2
"neighbor bragging about 20-pound box he fedexed",2
"man thinks he managed to masturbate without waking roommate",2
"do you need a country? here is one!",0
"parents fight to save their two daughters after tragic diagnosis",0
"hollywood plans big-budget remake of mr. & mrs. smith",2
"here are the new shows that have been picked up for a full season so far",0
"the simple mind trick that helped me lose weight",0
"disney trailer teases exit of major character in upcoming film 'death at pooh corner'",2
"syria's bashar assad tops off another year of bloodshed with a holiday photoshoot",0
"when arab power meets smart power",0
"pan left to soak now predates all current roommates",2
"why i no longer support israel",0
"margaret atwood speaks out against anti-abortion legislation in the u.s.",0
"why and how to eliminate mortgage charges by third parties",0
"televisa host says network pressured her to say on-air sexual harassment was a hoax",0
"was there a villain in the 2014 election?",0
"flesh-eating bacteria wishing it hadn't filled up on foot",2
"vape flavor ban threatens san francisco's legacy of harm reduction",0
"sexually transmitted zika highlights brazil's rampant inequality",0
"new after-school program aims to keep children off streets for additional 45 minutes",2
"cnn contributor compares trump campaign to (gulp) chris farley's death",0
"unprecedented opportunities: online learning explosion empowers gendiy",0
"'duke of burgundy' is the all-female erotic drama you need to see",0
"ten great latino books published in 2015",0
"real world producers still looking to fill eating-disorder slot",2
"americans dislike how the media treats trump -- and how he treats the media",0
"hilary duff hints that she could reconcile with mike comrie",0
"kendall jenner is 'wonder'-fully blonde in vogue",0
"golden years spent in brass urn",2
"u.k. reality tv contestant fiercely shuts down co-stars' sexist comments",0
"fleshlighthouse guides weary sailors home to realistic vaginal texture",2
"the hottest restaurant in new york city is in a dorm room",0
"hillary clinton mouthing along to presidential oath",2
"veteran employment is our #1 priority",0
"trump's attitude towards sexual misconduct remains disturbing",0
"4 out of 5 texas dentists advocate the death penalty",2
"stage door: forbidden broadway's gerard alessandrini",0
"a christian apology to jewish people at passover and easter",0
"older cousin thinks it about time to have uninformed sex talk with area 8-year-old",2
"rick santorum asks u.s. populace if he's still running for president",2
"what's ahead for reputation in 2015",0
"clinton assures tim kaine she'll continue serving as president in event of her death",2
"gay marriage opponents warn supreme court ruling could put nation on slippery slope to rationality",2
"i still stumble over the question, how many children do you have?",0
"5 tips for reading the polls like a pro",0
"supreme leader khamenei says iranian nuclear weapons are a u.s. 'myth'",0
"nick jonas breaks silence on olivia culpo split",0
"breweries donate 205,000 cans of water to harvey victims",0
"trump: 'i know that was pretty bad, but let's just say you're going to want to save your energy'",2
"laverne cox taught the 'oitnb' cast a lot about trans issues",0
"batboy who died in tragic accident remembered",0
"study: majority of humans happiest when rest of family still asleep",2
"voters glad they got hope in politicians out of system for next election cycle or two",2
"when spirituality and entrepreneurship overlap",0
"testing the teacher",0
"here's why the internet is convinced kylie jenner is having a baby boy",0
"america's election cycle is so scary that haunted houses are getting political",0
"searching for my identity and the right house",0
"congress passes bill to add armed patrol to u.s. poverty line",2
"sometimes, locking kids up makes matters worse",0
"ashley graham is done with the 'too fat, too thin' debate",0
"bad news: appointment of shia militiaman to iraqi cabinet",0
"whatsapp to phase out subscription fees",0
"my battle with depression and anxiety",0
"katrina commander swears on live tv over puerto rico response",0
"lena heady goes dark and dramatic for the 2014 emmys",0
"mike pence has long heart-to-heart with staffer who came to work with coffee on breath",2
"star trek introduces alien character with totally different forehead wrinkles",2
"cash-strapped npr launches 'a couple things considered'",2
"obama unsure how to turn huge support among women, latinos, gays, african-americans into electoral victory",2
"courtney love screams at korean manicurist",2
"monsanto develops hardier strain of corn that yields 4 times normal litigation",2
"switching to renewables will save millions of american lives",0
"lady gaga introduces us to her creepy 'american horror story: hotel' children",0
"milla jovovich inducted into basic cable hall of fame",2
"tim kaine clearly tuning out in middle of boring vice presidential acceptance speech",2
"if area dad steps on legos one more time",2
"hate trump? just wait until 2020.",0
"'hägar the horrible' cartoonist expected more for 40th anniversary",2
"the new world of cutthroat apps",0
"report: rest of pottery class knows each other from previous pottery class",2
"mother knows perfect picture to publicize if daughter ever abducted",2
"see the first photo of alicia keys' baby boy!",0
"area man sends message to 3,600 friends asking what they're up to tonight",2
"prince harry asks brother prince william to be his best man",0
"star wars fan collects all 48,720",2
"kids with allergies are more likely to have anxiety and depression",0
"if you're graduating this year, you need to read this",0
"dead civilians and the language of war",0
"court rules adnan syed of 'serial' podcast has the right to a new trial",0
"why your friend doesn't experience stress the same way you do",0
"gorsuch and rbg - the new 'odd couple'?",0
"joe scarborough to donald trump: you're acting like a racist bigot",0
"israeli ambassador explains netanyahu's statements on potential palestinian state",0
"nation hopeful there will be equally random chance of justice for future victims of police abuse",2
"u.s. now 40 percent sports paraphernalia",2
"change in bus seats taken personally",2
"how you can help save the bees -- even in winter",0
"critiquing democratic responses to the 2016 election- part i, the problem lies with working class voters themselves",0
"sex officials add new base between second and third",2
"how to become a person of influence",0
"senior prank somehow leaves high school with increased math funding",2
"2016 was the year",0
"north korea just launched an icbm. here's what experts think could happen next.",0
"'be aware' is the anthem for self-serving millenial activism",0
"conference call going awesome",2
"joe biden: institutional racism is the problem, not the 1994 crime bill",0
"busy woman keeps best-dressed oscar slideshow tab open to be savored as sumptuous feast at her leisure",2
"u.s. loses u.n. membership after soapy bo obama jumps up on secretary-general",2
"big banks' mortgage units -- still failing customers -- face new restrictions",0
"man panics after reaching age where parents prematurely started family",2
"you won't believe where this key got stuck",0
"no one in group admits girls' night out a colossal failure",2
"tom hanks vows he won't stop until he has portrayed every last american",2
"the trailer for netflix's 'richie rich' reboot is here",0
"here's who the obamas invited to the state of the union address",0
"perot may lead first mars expedition 'only if the people of mars ask me to,' he says",2
"pope francis pardons those who dodged the draft during crusades",2
"hugh laurie returns to the doctor game, except in chance he has none of the answers",0
"steve wynn steps down as rnc finance chair amid sexual harassment allegations",0
"congress names very special prosecutor",2
"the u.s. under-invests in energy innovation, asserts former energy secretary ernest moniz",0
"'it's about a sense of meaning'",0
"chinese factory workers fear they may never be replaced with machines",2
"corn added to list of items that upset grandma's stomach",2
"boehner delays leadership elections with gop in turmoil",0
"seattle ushers in $15 minimum wage amid national debate",0
"americans gave record $373.25 billion to charity last year",0
"scant oversight, corporate secrecy preceded us weed killer crisis",0
"dare to be 100: yes, virginia, wherever",0
"grandmother proud to have lived long enough to see first viable female candidate torn apart",2
"pig farmers are struggling to keep up with america's bacon needs",0
"here's what is coming to amazon in april 2018",0
"steve bannon mixes discarded climate change report with saliva to build final wall of nest",2
"yes, 'chinaperson' is a racist term",0
"mom packs encouraging note in own lunch",2
"surprise, surprise: christopher nolan is not a fan of netflix",0
"hillary clinton is not telling the truth about wall street",0
"why so many whites think they are discriminated against",0
"apple releases brief, fleeting moment of excitement",2
"huffpost rise: what you need to know on april 22",0
"excited mike pence assures john mccain he has his 'last rites' kit ready to go just in case",2
"amazon offering 'more deals than black friday' in epic prime day sale",0
"blood runs down house of representatives walls as chamber itself selects new speaker",2
"message under juice cap totally applies to area woman",2
"rocks thrown at police after killing allegedly armed man",0
"north carolina tells supreme court it's giving up fight over 'jim crow' voting law",0
"donald trump's tax plan could balloon the debt by 75 percent",0
"why it's time to drop the 'd' from ptsd",0
"un confirms aid convoy bombed in syria near aleppo",0
"5 strange 'simpsons' things you haven't seen, even after 30 years",0
"seasonal depression to take over for chronic depression for a few months",2
"chinese state media threatens donald trump with 'big sticks' if he pushes for a trade war",0
"all of artist's nudes look terrified",2
"5 genius inventions that make it possible to nap pretty much anywhere",0
"billy eichner boogied with obama and ellen got all the details",0
"aleppo hit by worst strikes for months as putin, assad ignore u.s. plea",0
"trump suggests he could handle press briefings instead of sean spicer",0
"last living california raisin dies of prostate cancer",2
"obama's greatest oratory performance",0
"barbra streisand and jennifer hudson team up",0
"damon albarn gets carried off stage in denmark after 5-hour set",0
"arab countries offer to join airstrikes against isis",0
"american public gets exactly what it deserves for 112th straight election",2
"net neutrality is not a leftist cause",0
"teen weed users may face high risk for dependence",0
"is the media selling or telling: how perception management works in israel's war on gaza",0
"one of those fucking people wins new hampshire primary",2
"mlb player shows what #dadlife is all about with viral tweet",0
"the louvre gardens are teeming with rats",0
"time to redefine and de-silo online safety efforts",0
"george clooney beginning to think he should buy his own tuxedo",2
"12-year-old camper excited to meet girls who will torture her for rest of summer",2
"this pit bull with a cleft palate proved doctors wrong and is now living the good life",0
"oklahoma teachers prepare for walkout as red state revolt spreads",0
"right side of fish tank where all the action at",2
"hillary clinton launches intimidating new fragrance line",2
"this is how you visualize the heartbeat of a city",0
"white house: it's 'highly inappropriate' for journalists to criticize a general",0
"woman pays full price for carpet during one-day-only non-sale",2
"saudi prince flogged in court-ordered punishment, newspaper says",0
"donald trump keeps saying things that would destroy any other presidential candidate",0
"one man's journey into modern shamanism",0
"friends and family rally around kim kardashian on her birthday",0
"u.s. economy continues campaigning for barack obama",2
"coworker's girlfriend not as pretty as expected",2
"states trying to defund planned parenthood may be breaking federal law",0
"lindsey graham drops out of presidential race",0
"wildebeest taking awful lot of credit for stampede",2
"aides trying to talk trump out of sending associates to break into watergate office complex",2
"thankful for our power: a thankful discourse in a time of reckoning",0
"news of uncle's death deleted by spam filter",2
"report: buddy dysmorphia sufferers experience skewed, negative perception of shape of friends",2
"generous improv troupe performing for free",2
"latino voters may be turning against the gop",0
"why people really buy fur",0
"dad actually yelled at that guy",2
"living life with mindfulness and love",0
"gay men are being rounded up and killed in chechnya: report",0
"john stossel: the reason why i watch fox news",0
"boehner opens door to suing obama over iran deal",0
"man stays up most of night rocking cat back to sleep",2
"cherry blossoms transform iconic d.c. landmarks a week early",0
"stephen colbert trolls donald trump jr. with murky 'russia week' intro",0
"parents formally announce transfer of expectations to second child",2
"only kim k would wear a plunging white dress before her wedding",0
"man only buys products made right here in the usa by cheap immigrant labor",2
"johnson & johnson hoping brand won't be tarnished if they dip into lethal injection game",2
"cancer's next big thing -- immunotherapy",0
"kevin hart humors woman who thinks he's chris rock",0
"this comedian's parenting tweets are lol-worthy",0
"slaughtering wolves in canada: a new essay shows just how unscientific, unethical, and inhumane these studies are",0
"ivanka trump goofs up on tax law in her televised boast",0
